cocktail,measure,ingredient,unit
Green Fizz,0.5, Juice of a Lemon,Fl Oz
Godchild,1.0, Heavy cream,Fl Oz
Grape Vodka Froth,1.0, Egg White,Fl Oz
Grapefruit Nog,1.0, Lemon Juice,Fl Oz
Golden Freindship,1, Light Rum,garnish
Golden Frappe,1.0, Sugar,Fl Oz
Glass Tower,1.0, White rum,Fl Oz
Golden Fizz,1.5, Gin,Fl Oz
Gloom Lifter,0.5, Juice of a Lemon,Fl Oz
Glogg,2.0, Cinnamon sticks,Fl Oz
Georgia Peach,1.0, Grenadine,Fl Oz
Georgia Mule,0.5, Fresh lemon juice,Fl Oz
Gentle Ben,1.0, Blanco tequila,Fl Oz
East India Cocktail No. 1,0.5, Triple Sec,Fl Oz
General Harrison's Eggnog,1, Red wine,garnish
Gables Collins,0.5, Fresh lemon juice,Fl Oz
Frozen Brandy and Rum,1.0, Lemon Juice,Fl Oz
Frozen Apple,1.0, Sugar,Fl Oz
Frisky Witch,1, Black licorice stick,garnish
Froth Blower Cocktail,1.0, Grenadine,Fl Oz
French Martini,0.75, Pineapple Juice,Fl Oz
Flatiron Martini,1.5, Lillet Blanc,Fl Oz
Favourite Cocktail,0.75, Lemon Juice,Fl Oz
Electric Jam,1.0, Simple Syrup,Fl Oz
Fairy Belle Cocktail,0.75, Apricot-Flavored Brandy,Fl Oz
Duke Cocktail,2.0, Lemon Juice,Fl Oz
Dreamy Dorini Smoking Martini,4.0, Pastis,Fl Oz
Dubonnet Highball,1,carbonated water,garnish
Dubonnet Fizz,1.0, cherry-flavored brandy,Fl Oz
Dubonnet Cocktail,1.0, Orange Bitters (if desired),Fl Oz
Doctor Cook,1.0, Maraschino,Fl Oz
Desert Sunrise,1.5, Pineapple Juice,Fl Oz
Devil's Cocktail,1.5, Dry Vermouth,Fl Oz
Derby Fizz,1.0, Whole Egg,garnish
Cubeltini,1.5, Simple Syrup,Fl Oz
Crocodile Cooler,0.75, Triple Sec,Fl Oz
Cosmopolitan,0.5, Triple Sec,Fl Oz
Dream Cocktail,1.0, Anisette,Fl Oz
Jean Lafitte Cocktail,0.5, Anis,Fl Oz
Japanese Fizz,1.5, Blended whiskey,Fl Oz
Citronella Cooler,2.0, Lemonade,Fl Oz
North Pole Cocktail,0.5, Maraschino,Fl Oz
The Cinquecento,0.5, Campari,Fl Oz
New Orleans Gin Fizz,1.0, Powdered Sugar,Fl Oz
Napoleon,0.5, Dubonnet,Fl Oz
Zombie,1.0, Light Rum,Fl Oz
Kiss the Boys Goodbye,0.5, Egg White,Fl Oz
X.Y.Z. Cocktail,0.5, Fresh lemon juice,Fl Oz
K.G.B. Cocktail,0.25, Apricot-Flavored Brandy,Fl Oz
Eye-Opener,1.0, Anis,Fl Oz
Wiki Waki Woo,0.5," each Vodka, tequila blanco, triple sec",Fl Oz
Elk's Own Cocktail,0.75, Port,Fl Oz
Eggnog Supreme,1.5, Whole milk,Fl Oz
Egg Sour,0.5, Juice of a Lemon,Fl Oz
White Lion Cocktail,0.5, Simple Syrup,Fl Oz
White Lily Cocktail,0.75, Gin,Fl Oz
Ice Cream Flip,1.0, Triple Sec,Fl Oz
Outrigger,1.0, Pineapple Juice,Fl Oz
Opera Cocktail,1.5, Gin,Fl Oz
Virginia Dare,0.5, Benedictine,Fl Oz
Opening Cocktail,1.5, Blended whiskey,Fl Oz
Queen Bee,0.5, Cream sherry,Fl Oz
Van Vleet,1.0, Fresh lemon juice,Fl Oz
The Vacation Cocktail,0.5," each Simple Syrup, light rum, dark rum",Fl Oz
Dolores,1.0, White or dark creme de cacao,Fl Oz
Vesuvio,1.0, Powdered Sugar,Fl Oz
Urban Anxiety,0.75, Cynar,Fl Oz
Virgin,1.0, Forbidden Fruit,Fl Oz
Tropica Cocktail,1.0, Fresh grapefruit juice,Fl Oz
Verboten,1.0, Orange Juice,Fl Oz
Velvet Hammer No. 2,1.0, Light cream,Fl Oz
Velvet Hammer No. 1,1.0, Light cream,Fl Oz
Ulanda Cocktail,0.25, Anis,Fl Oz
Torridora Cocktail,1.5, half-and-half,Fl Oz
Boston Sour,2.0, Blended whiskey,Fl Oz
Three Miller Cocktail,1.0, Fresh Lime Juice,Fl Oz
Bird-of-Paradise Fizz,1.0, Egg White,Fl Oz
Biffy Cocktail,1.5, Gin,Fl Oz
Between-The-Sheets Cocktail,0.5, Triple Sec,Fl Oz
Third-Rail Cocktail,0.75, Brandy,Fl Oz
Tahiti Club,0.5, Fresh Lime Juice,Fl Oz
Barton Special,0.25, Gin,Fl Oz
Barnaby's Buffalo Blizzard,1.0, Galliano,Fl Oz
Susie Taylor,1, Ginger ale,garnish
Baltimore Bracer,1.0, Egg White,Fl Oz
Bachelor's Bait Cocktail,1.0, Orange Bitters,Fl Oz
Bushranger,1.0, Bitters,Fl Oz
Sunset at Gowanus,0.5, Maple Syrup,Fl Oz
Buckjones,0.5, Juice of a Lime,Fl Oz
Stormy Colada,1, Ginger beer,garnish
Bronx SIlver Cocktail,0.5, Dry Vermouth,Fl Oz
Bronx Golden Cocktail,0.5, Dry Vermouth,Fl Oz
Stone Wall,1.5, Fresh apple cider,Fl Oz
Depth Bomb,1.0, Fresh lemon juice,Fl Oz
Stone Cocktail,0.5, Sweet Vermouth,Fl Oz
Almeria,1.0, Egg White,Fl Oz
Aunt Jemima,0.5, Benedictine,Fl Oz
Apricot Lady,0.25, Triple Sec,Fl Oz
Apricot Anise Collins,1.5, Anisette,Fl Oz
Apple Rum Rickey,0.25, Lime,Fl Oz
Sloppy Joe's Cocktail No. 1,0.5, Triple Sec,Fl Oz
Applejack Punch,16.0, Orange Juice,Fl Oz
Brandy Flip,1.5, Brandy,Fl Oz
Sir Walter Cocktail,1.0, Grenadine,Fl Oz
Saxon Cocktail,0.5, Grenadine,Fl Oz
Sargasso,0.5, Aperol,Fl Oz
Santiago Cocktail,0.5, Simple Syrup,Fl Oz
Saint Lucy Bracer,0.5, Sweet Vermouth,Fl Oz
Applecar,1.0, Lemon Juice,Fl Oz
Apple Blow Fizz,1.0, Powdered Sugar,Fl Oz
Ante,1.0, Dubonnet,Fl Oz
S & V,0.5, Ruby port,Fl Oz
Rum Toddy (Cold),1.0, Simple Syrup,Fl Oz
Deauville Cocktail,0.5, Triple Sec,Fl Oz
Allies Cocktail,0.5, Kummel,Fl Oz
Rum Swizzle,0.5, Simple Syrup,Fl Oz
After Supper Cocktail,0.5, Lemon Juice,Fl Oz
Rum Sour,0.75, Simple Syrup,Fl Oz
Acapulco,1.5, Triple Sec,Fl Oz
Ambrosia,1.0, Triple Sec,Fl Oz
Rum Rickey,1, Soda water,garnish
Rum Relaxer,0.5, Grenadine,Fl Oz
Rum Old-Fashioned,1.0, Simple Syrup,Fl Oz
Rum Martini,1, Lemon twist,garnish
Rum Highball,1, Lemon twist,garnish
Rum Fix,0.5, Simple Syrup,Fl Oz
Rum Daisy,1.0, Simple Syrup,Fl Oz
D'artagnan,1.0, Simple Syrup,Fl Oz
Rum Cooler,2.0, Soda water,Fl Oz
Rum Collins,0.5, Simple Syrup,Fl Oz
Seaboabd,1.0, Lemon Juice,Fl Oz
Rum Cobbler,1, Soda water,garnish
Robson Cocktail,0.5, Fresh orange juice,Fl Oz
Rio Fix,0.5, Maraschino liqueur,Fl Oz
Ringo Starr,6.0,Fresh mint leaves,garnish
Restless Native,1.5, Fresh Lime Juice,Fl Oz
Quarter Deck Cocktail,0.5, Fresh Lime Juice,Fl Oz
Quaker's Cocktail,0.5, Fresh lemon juice,Fl Oz
Puerto Rican Rum Daisy,0.75, Fresh lemon juice,Fl Oz
Cuban Cocktail No. 2,0.5, Apricot-Flavored Brandy,Fl Oz
Prohibition Punch,1.0, Passion Fruit Juice,Fl Oz
Prairie Oyster Cocktail,1.0, Tomato Catsup,Fl Oz
Planter's Punch No. 2,1.0," each Fresh Lime Juice, jamaica rum, grenadine",Fl Oz
Planter's Punch No. 1,0.5, Simple Syrup,Fl Oz
Planter's Cocktail,1.0, Simple Syrup,Fl Oz
Pink Paradise,3.0, Cranberry Juice,Fl Oz
Pink Creole,0.25, Grenadine,Fl Oz
Pineapple Fizz,1.0, Simple Syrup,Fl Oz
Pineapple Cocktail,0.5, Fresh lemon juice,Fl Oz
Pearl Button,0.5, Fresh Lime Juice,Fl Oz
The Crux,0.75, Brandy,Fl Oz
Paris When It Sizzles,0.5, Fresh Lime Juice,Fl Oz
Palmetto Cocktail,2.0, Angostura Bitters,Fl Oz
Paddington,0.5, Lillet Blanc,Fl Oz
The Old Cuban,0.75, Fresh Lime Juice,Fl Oz
"Oh, Gosh!",1.0, Fresh Lime Juice,Fl Oz
Night Cap,1, Warm milk,garnish
New Orleans Buck,0.5, Fresh lemon juice,Fl Oz
Nevada Cocktail,0.75, Fresh Lime Juice,Fl Oz
Moonquake Shake,0.25, Fresh lemon juice,Fl Oz
Creme De Cafe,0.5, Anisette,Fl Oz
Margarita,0.75, Fresh Lime Juice,Fl Oz
Mojito,0.75, Simple Syrup,Fl Oz
Champagne Flamingo,5.0, Chilled Champagne,Fl Oz
Thunder and Lightning Cocktail,1.5, Old Mr. Boston Five Star Brandy,Fl Oz
Casco Bay Lemonade,2.0, Fresh lemon juice,Fl Oz
Caribbean Cruise,0.25, Coconut-flavored rum,Fl Oz
Cappuccino Cocktail,0.75, half-and-half,Fl Oz
Cape Codder,1, Lime wedge,garnish
Baltimore Bracer Cocktail,1.0, Egg White,Fl Oz
Caesar,4.0, Tomato-clam juice,Fl Oz
Bull Shot,1.0, Worcestershire Sauce,Fl Oz
Bullfrog,1, Lime wheel,garnish
Boston Gold,2.0, Fresh orange juice,Fl Oz
Corpse Reviver No. 1,1.0, Sweet Vermouth,Fl Oz
Thanksgiving Special Cocktail,0.75, Dry Vermouth,Fl Oz
Tequini Cocktail,1.0, Bitters,Fl Oz
Bordeaux Cocktail,1, Lemon twist,garnish
Bolshoi Punch,0.5, Simple Syrup,Fl Oz
Blue Lagoon,0.5, Fresh lemon juice,Fl Oz
Bloody Mary,0.25, Fresh Lime Juice,Fl Oz
Bloody Bull,2.0, Cold beef bouillon,Fl Oz
The Blood Orange,1, Blood or navel orange half-wheel,garnish
Black Magic,0.25, Fresh lemon juice,Fl Oz
Black Cherry Chocolate,0.75, Black cherry juice,Fl Oz
Victor Collins,3.0, Lemon Juice,Fl Oz
Snowball Cocktail,1.0, Sweet Cream,Fl Oz
Violet Fizz,1.5, Old Mr. Boston Dry Gin,Fl Oz
Bikini,0.5, Fresh lemon juice,Fl Oz
Cold Deck Cocktail,1.0, White creme de menthe,Fl Oz
The Big Crush,0.5, Raspberry-flavored liqueur,Fl Oz
Bianca,2.0, Pomegranate juice,Fl Oz
Bella Fragolia,2.0, Vodka,Fl Oz
Beer Buster,2.0, Hot red pepper sauce,Fl Oz
Basil 8,1.5, Vodka,Fl Oz
Shamrock Cocktail,1.0, Old Mr. Boston Green Creme de Menthe,Fl Oz
Aqueduct,0.5, White curacao or triple sec,Fl Oz
Scotch Whisky Highball,1,lemon twist,garnish
Alfie Cocktail,0.5, Triple Sec,Fl Oz
Admiral Perry,1.0, Dry Vermouth,Fl Oz
Yellow Rose Of Texas,0.5, Simple Syrup,Fl Oz
St. Patrick's Day Cocktail,0.75, Irish Whiskey,Fl Oz
Purple Twister,1,lemon slice,garnish
Waiting On Summer,0.5, Fresh Lime Juice,Fl Oz
Cognac Highball,1, Lemon twist (optional),garnish
Prince's Smile Cocktail,1.0, Old Mr. Boston Dry Gin,Fl Oz
Viva Villa,1.0, Fresh Lime Juice,Fl Oz
Praire Oyster Cocktail,1.0, Tomato Catsup,Fl Oz
Praire Chicken,1, Pepper and Salt,garnish
Venial Sin,0.5, Yellow Chartreuse,Fl Oz
Vagabundo,1.5, Fresh celery juice,Fl Oz
The 21st Century,1.5, Blanco tequila,Fl Oz
Pollyanna Cocktail,2.0, Old Mr. Boston Dry Gin,Fl Oz
Toreador,0.5, half-and-half,Fl Oz
Pink Squirrel Cocktail,1.0, Light Sweet Cream,Fl Oz
Pink Lady Cocktail,1.0, Sweet Cream,Fl Oz
Tijuana Taxi,1.0, Tropical fruit schnapps,Fl Oz
Tia Juanathan,0.5, Aperol,Fl Oz
Phoebe Snow Cocktail,0.5, Absinthe Substitute,Fl Oz
Tequonic,1, Tonic water,garnish
Tequini,1.0, Angostura bitters,Fl Oz
Passion Daiquiri Cocktail,1.0, Powdered Sugar,Fl Oz
Parisian Blonde Cocktail,0.75, Jamaica Rum,Fl Oz
Tequila Sunrise,0.75, Grenadine,Fl Oz
Coffee Grasshopper,0.75, half-and-half,Fl Oz
Tequila Straight,1.0, Lime wedge,Fl Oz
Tequila Sour,0.75, Simple Syrup,Fl Oz
Tequila Smash,2.0, Blanco tequila,Fl Oz
Tequila Pink,0.25, Grenadine,Fl Oz
Tequila Old-Fashioned,1.0, Angostura Bitters,Fl Oz
Tequila Mockingbird,1.75, Blanco tequila,Fl Oz
Tequila Matador,0.5, Fresh Lime Juice,Fl Oz
Tequila Manhattan,1.0, Angostura Bitters,Fl Oz
Thunderclap Cocktail,0.75, Old Mr. Boston Five Star Brandy,Fl Oz
Thunder Cocktail,1.5, Old Mr. Boston Five Star Brandy,Fl Oz
Tequila Collins,0.5, Simple Syrup,Fl Oz
White Lady Cocktail,1.0, Sweet Cream,Fl Oz
Tequila Canyon,1.0, Cranberry Juice,Fl Oz
Chicago Cocktail,0.5, Fresh lemon juice,Fl Oz
Sunday Confession,0.5, Fresh lemon juice,Fl Oz
Strawberry Margarita,0.75, Strawberry schnapps,Fl Oz
Western Rose Cocktail,0.5, Dry Vermouth,Fl Oz
Widow's Kiss Cocktail,0.5, Benedictine,Fl Oz
Spice Of Life,0.75, Simple Syrup,Fl Oz
Vodka Gypsy Cocktail,1.0, Angostura Bitters,Fl Oz
South Of The Border,0.5, Fresh Lime Juice,Fl Oz
Vodka Grasshopper Cocktail,0.75, Old Mr. Boston White Creme de Cacao,Fl Oz
Violet Fizz Juice,1.5, Old Mr. Boston Dry Gin,Fl Oz
Smoked Margarita,1.0, Triple Sec,Fl Oz
Sloe Tequila,0.5, Fresh Lime Juice,Fl Oz
Queen Elizabeth Cocktail,1.5, Benedictine,Fl Oz
Silk Stockings,1.5, Heavy cream,Fl Oz
Orchid Cocktail,1.0, Creme Yvette,Fl Oz
Orange Milk Fizz,2.0, Old Mr. Boston Orange Flavored Gin ,Fl Oz
Orange Gin Highball,1,lemon twist,garnish
Orange Gin Fizz,2.0, Old Mr. Boston Orange Flavored Gin ,Fl Oz
Sidewinder,0.5," Vanilla syrup, preferably B.A. Reynold's",Fl Oz
Orange Blossom Cocktail,0.25, Powdered Sugar,Fl Oz
Shady Lady,4.0, Fresh grapefruit juice,Fl Oz
Cherry Blossom,0.5, cherry-flavored brandy,Fl Oz
The Sfozando,0.5, Dry Vermouth,Fl Oz
Napoleon Cocktail,0.5, Dubonnet,Fl Oz
Moulin Rouge Cocktail,1.0, Bitters,Fl Oz
Sea Of Cortez,0.75, Creme de Cassis,Fl Oz
Satin Sheets,0.5, Simple Syrup,Fl Oz
Santana Sling,0.25, Batavia arrack or light rum,Fl Oz
Rosita,0.5, Dry Vermouth,Fl Oz
Mariposa Cocktail,1.0, Lemon Juice,Fl Oz
Margarita Cocktail,1.0, Lemon or Lime Juice,Fl Oz
The Refuge,0.25, Fresh Lime Juice,Fl Oz
Quetzalcoatl,0.5, Creme de peche,Fl Oz
Purple Pancho,0.5, Blue curacao,Fl Oz
Midnight Express,0.75, Fresh Lime Juice,Fl Oz
London Special Cocktail,2 dashes,bitters,garnish
Mary Pickford Cocktail,0.25, Maraschino liqueur,Fl Oz
Charles Cocktail,1.0, Angostura Bitters,Fl Oz
Martinique Rose,0.75, Fresh Lime Juice,Fl Oz
Mariposa,0.5, Fresh lemon juice,Fl Oz
Mandeville,0.5, Fresh lemon juice,Fl Oz
K.C.B. Cocktail,0.25, Old Mr. Boston Apricot Flavored Brandy,Fl Oz
Malmaison,0.5, Cream sherry,Fl Oz
Mai-Tai (Trader Vic Version),1.0, Fresh lime juice (reserve 1/2 lime shell for garnish),Fl Oz
Jersey Lightning Cocktail,1.0, Juice of a Lime,Fl Oz
Lumination,2.0, Dark rum,Fl Oz
Jamaica Glow Cocktail,1.0, Orange Juice,Fl Oz
Lounge Lizard,1, Cola,garnish
Jack-in-the-Box Cocktail,1.0, Bitters,Fl Oz
Irish Whisky Cocktail,0.25, Maraschino,Fl Oz
Look Out Below,0.25, Grenadine,Fl Oz
Little Devil Cocktail,0.5, Fresh lemon juice,Fl Oz
Champs Elysees Cocktail,0.5, Fresh lemon juice,Fl Oz
Hop Toad Cocktail ,0.75, Old Mr. Boston Rum,Fl Oz
Level headed Cocktail,0.5, Allspice liqueur (pimento dram),Fl Oz
La Vita Dulce,0.75, Fresh Lime Juice,Fl Oz
Hole-in-One Cocktail,0.25, Lemon Juice,Fl Oz
Ko Adang,0.5, Ginger liqueur,Fl Oz
Knickerbocker Special Cocktail,1.0, Fresh lemon juice,Fl Oz
Hair Raiser Cocktail,1.0, Lemon Juice,Fl Oz
Green Opal Cocktail,1.0, Absinthe Substitute,Fl Oz
Jamaican Ginger,0.5, Falernum,Fl Oz
Green Dragon Cocktail,0.5, Old Mr. Boston Green Creme de Menthe,Fl Oz
Grasshopper Cocktail,0.75, Light Sweet Cream,Fl Oz
Jamaican Crawler,3.0, Pineapple Juice,Fl Oz
Jade,0.5, Green creme de menthe,Fl Oz
Jacqueline,1.0, Fresh Lime Juice,Fl Oz
Jack Sparrow Flip,0.75, Simple Syrup,Fl Oz
Irresistible,0.25, Benedictine,Fl Oz
Carroll Cocktail,1, Maraschino cherry,garnish
Hush and Wonder,0.75, Fresh Lime Juice,Fl Oz
Hurricane Leah,1.5, Simple Syrup,Fl Oz
Gimlet Cocktail,1.5, Old Mr. Boston Dry Gin,Fl Oz
Hurricane,1.0, Lime Juice,Fl Oz
Hop Toad,0.5, Fresh Lime Juice,Fl Oz
The Holy Roller,0.5, Honey Syrup,Fl Oz
Hemingway's Nog,0.25, Simple Syrup,Fl Oz
Flying Scotchman Cocktail,1.0, Bitters,Fl Oz
Flying Grasshopper Cocktail,0.75, Old Mr. Boston Vodka,Fl Oz
Havana Cocktail,0.25, Fresh lemon juice,Fl Oz
Harvest Nectar,1.0, Cranberry Juice,Fl Oz
Fancy Brandy Cocktail,0.25, Old Mr. Boston Triple Sec,Fl Oz
Fallen Angel Cocktail,1.0, Bitters,Fl Oz
The Poncho,0.5, Maraschino liqueur,Fl Oz
Hai Karate,1.0, Pineapple Juice,Fl Oz
Cara Sposa,0.5, half-and-half,Fl Oz
Traditional Martini (Dry),1.0, Orange Bitters,Fl Oz
Pina Agave,1.0, Pineapple Juice,Fl Oz
Grande Guignol,0.75, Cherry Heering,Fl Oz
Pancho Villa,0.75, Sweet Vermouth,Fl Oz
Paloma (Natural),1, Soda water,garnish
Golden Friendship,1.0, Amaretto,Fl Oz
Paloma,1, Lime wedge,garnish
Pacific Sunshine,1.5, Blue curacao,Fl Oz
Golden Eclipse,0.5, Fresh lemon juice,Fl Oz
Diplomat Cocktail,2.0, Bitters,Fl Oz
Oldest Temptation,0.5, Fresh lemon juice,Fl Oz
Ginger Grapefruit Rickey,1.0, Ginger liqueur,Fl Oz
Calvados Cocktail,0.75, Triple Sec,Fl Oz
Daiquiri Cocktail,1.5, Old Mr. Boston Rum,Fl Oz
The Oaxaca Old-Fashioned,0.25, Agave nectar,Fl Oz
Cuban Special Cocktail,1.0, Old Mr. Boston Rum,Fl Oz
Gaugin,0.5, Fresh Lime Juice,Fl Oz
The Nomad South,0.5, Blood orange juice,Fl Oz
Creole Lady Cocktail,1.0, Grenadine,Fl Oz
No. 8,0.5, Honey liqueur,Fl Oz
Fog Cutter,0.5, Gin,Fl Oz
Floridita No. 3,0.5, Grapefruit Juice,Fl Oz
Mexican Monk,0.25, Coffee liqueur,Fl Oz
Floridita No. 1,0.5, Sweet Vermouth,Fl Oz
Mexican Madras,1.0, Orange juice,Fl Oz
Cadiz,0.5, Triple Sec,Fl Oz
Chocolate Soldier Cocktail,1.5, Old Mr. Boston Dry Gin,Fl Oz
Fireman's Sour,0.25, Simple Syrup,Fl Oz
Fat Like Buddha,0.25, Benedictine,Fl Oz
Cherry Blossom Cocktail,1.5, Old Mr. Boston Triple Sec,Fl Oz
Fair-and-Warmer Cocktail,0.5, Triple Sec,Fl Oz
Chelsea Sidecar Cocktail,0.75, Old Mr. Boston Dry Gin,Fl Oz
Mexican Firing Squad,0.75, Fresh Lime Juice,Fl Oz
Mexicana,0.5, Pineapple Juice,Fl Oz
El Presidente Cocktail No. 2,1.0, Angostura Bitters,Fl Oz
Margarita Tequila,0.75, Cointreau triple sec,Fl Oz
Lillypad,1.5, Apple juice,Fl Oz
X. Y. Z. Cocktail,1.0, Old Mr. Boston Rum,Fl Oz
La Ultima Palabra,0.75, Fresh Lime Juice,Fl Oz
La Perla,0.75, Pear liqueur,Fl Oz
Bull's Milk,0.25, Simple Syrup,Fl Oz
La Bomba,0.75, Triple Sec,Fl Oz
Jinx Cocktail,0.75, Becherovka (Czech digestif),Fl Oz
The Interesting Cocktail,0.5, Dark creme de cacao,Fl Oz
Hot Pants,0.5, Peppermint schnapps,Fl Oz
High Plains Drifter No. 1,0.75, Fresh Lime Juice,Fl Oz
Hairy Sunrise,0.5, Triple Sec,Fl Oz
Guadalajara,0.5, Benedictine,Fl Oz
Frostbite,0.75, Heavy cream,Fl Oz
Flower Power,0.5, Agave nectar,Fl Oz
Cablegram Highball,2.0, Old Thompson Blended Whiskey,Fl Oz
Cabaret Cocktail,0.5, Dry Vermouth,Fl Oz
Bulla's Eye,1, Ginger ale,garnish
El Oso (The Bear),0.5, Maraschino liqueur,Fl Oz
El Ni_o,0.75, Simple Syrup,Fl Oz
El Molino,0.25, Allspice liqueur (pimento dram),Fl Oz
Dirty Daisy,0.5, Olive brine,Fl Oz
Diablo,0.5, Fresh Lime Juice,Fl Oz
Count Camillo's Paloma,0.75, Campari,Fl Oz
Company B,0.5, Campari,Fl Oz
Chupa Cabra,0.5, Fresh Lime Juice,Fl Oz
Chinchona,0.5, Orange curacao,Fl Oz
Chapala,0.75, Fresh lemon juice,Fl Oz
Bulldog Cocktail,0.5, Fresh lemon juice,Fl Oz
Boston Sidecar Cocktail,0.75,  Old Mr. Boston Triple Sec,Fl Oz
Catalina Margarita,1.0, Blue curacao,Fl Oz
Camino Del Ray,0.5, Drambuie,Fl Oz
Cactus Berry,1.25, Red wine,Fl Oz
Bolero Cocktail,0.25, Sweet Vermouth,Fl Oz
Bum's Rush,0.75, Honey liqueur,Fl Oz
Brave Bull,1, Lemon twist,garnish
Blue Margarita,0.5, Blue curacao,Fl Oz
Bloody Maria,0.25, Fresh lemon juice,Fl Oz
Pineapple Dream Cocktail,1.0, Old Mr. Boston Imported Rum,Fl Oz
Big Red Hooter,2.0, Pineapple Juice,Fl Oz
Blood Bronx Cocktail,0.25, Juice of a Blood Orange,Fl Oz
Bravo,2.0, Angostura Bitters,Fl Oz
Amante Picante,2.0, Blanco tequila,Fl Oz
Brunswick Street Cocktail,1.0, Egg Yolk,Fl Oz
Alamo Splash,0.5, Pineapple Juice,Fl Oz
Betsy Ross Cocktail,1.0,  Old Mr. Boston Triple Sec,Fl Oz
Bermuda Rose Cocktail,1.5, Grenadine,Fl Oz
Yokahama Romance,0.25, Maraschino liqueur,Fl Oz
Yale Cocktail,1.0, Blue curacao,Fl Oz
Xanthia Cocktail,0.75, Yellow Chartreuse,Fl Oz
Woodstock,1.5, Maple Syrup,Fl Oz
Wolf's Bite,0.5, Green Chartreuse,Fl Oz
Barbary Coast Cocktail,0.5, Old Mr. Boston Creme de Cacao,Fl Oz
The Winkle,1.0, Fresh Lime Juice,Fl Oz
The Wink,0.25, Triple Sec,Fl Oz
Will Rogers,0.5, Orange juice,Fl Oz
Brandy Vermouth Cocktail,1.0, Angostura Bitters,Fl Oz
White Spider,0.5, Triple Sec,Fl Oz
Western Rose,0.5, Apricot-Flavored Brandy,Fl Oz
May Blosson Fizz,2.0, Swedish Punch,Fl Oz
Wembly Cocktail,0.5, Apple Brandy,Fl Oz
Apple Pie Cocktail,1.0, Apple Flavored Brandy,Fl Oz
Water Lily,0.75, Creme de violette,Fl Oz
Wallis Blue Cocktail,1.0, Triple Sec,Fl Oz
Minnehaha Cocktail,0.5, Sweet Vermouth,Fl Oz
Wallick Cocktail,1.0, Triple Sec,Fl Oz
Waikiki Beachcomber,0.5, Pineapple Juice,Fl Oz
Vow Of Silence,0.5, Fresh Lime Juice,Fl Oz
Gauguin,1.0, Lime Juice,Fl Oz
Fort Lauderdale,0.25, Juice of a Lime,Fl Oz
Cool Carlos,1.0, Orange curacao,Fl Oz
John Collins,1.0, Soda water,Fl Oz
Casa Blanca,1.5, Maraschino,Fl Oz
Amber Amour,1, Soda water,garnish
The Joe Lewis,0.5, Fresh lemon juice,Fl Oz
Apple Pie No. 1,0.5, Grenadine,Fl Oz
Yolanda,1.0, Sweet Vermouth,Fl Oz
Yellow Rattler,0.5, Sweet Vermouth,Fl Oz
Why Not?,1.0, Lemon Juice,Fl Oz
What The Hell,1.0, Lemon Juice,Fl Oz
Webster Cocktail,1.0, Gin,Fl Oz
Jocose Julep,0.5, Simple Syrup,Fl Oz
Amaretto Sour,1.0, Orange half-wheel,garnish
Tailspin Cocktail,1.0, Orange Bitters,Fl Oz
Jitterbug Sour,0.5, Honey Syrup,Fl Oz
Smiler Cocktail,1.0, Bitters,Fl Oz
Amaretto Rose,1, Soda water,garnish
Japanese,1, Lemon twist,garnish
Pollyanna Cocktai,0.5, Sweet Vermouth,Fl Oz
Irish Whiskey Cocktail,0.25, Maraschino liqueur,Fl Oz
Nineteenth Hole,1.0, Bitters,Fl Oz
Monte Carlo Imperial Highball,1, Chilled Champagne,garnish
Irish Shillelagh,1.0, Fresh lemon juice,Fl Oz
Irish Rickey,1.0, Lime wedge,Fl Oz
Kup's Indispensable Cocktail,1.0, Bitters,Fl Oz
Knock-Out Cocktail,1.0, Creme de Menthe (White),Fl Oz
K. G. B. Cocktail,0.25, Lemon Juice,Fl Oz
Imperial Fizz,0.5, Simple Syrup,Fl Oz
Hotel D'alsace,0.5, Triple Sec,Fl Oz
Gin Sling,2.0, Gin,Fl Oz
West Side,6.0, Fresh mint leaves,garnish
Free Silver,0.5, Dark rum,Fl Oz
Frankenjack Cocktail,1.0, Triple Sec,Fl Oz
Fog Horn,1.0, Triple Sec,Fl Oz
Hoot Mon Cocktail,1, Lemon twist,garnish
Favorite Cocktail,0.25, Lemon Juice,Fl Oz
Farmer's Cocktail,2.0, Bitters,Fl Oz
Warsaw Cocktail,1.0, Fresh lemon juice,Fl Oz
Du Barry Cocktail,1.5, Gin,Fl Oz
Dixie Cocktail,1.0, Gin,Fl Oz
Hole-In-One,1.0, Orange Bitters,Fl Oz
Hill Dog,0.5, Lavender Syrup,Fl Oz
Blue Devil Cocktail,0.5, Blue curacao,Fl Oz
Bijou Cocktail,1.0, Orange Bitters,Fl Oz
Vodka Sour,0.75, Simple Syrup,Fl Oz
Apricot Anisette Collins,1.0, Lemon Juice,Fl Oz
Highland Cooler,1, Lemon and/or orange zest spiral(s),garnish
Adam and Eve,1.0, Lemon Juice,Fl Oz
Vodka Sling,1, Orange twist,garnish
Vodka Grasshopper,0.75, half-and-half,Fl Oz
Singapore Sling,1, Club Soda,garnish
Saratoga Cocktail,1.0, Pineapple Juice,Fl Oz
High Cotton,2.0, Peach bitters,Fl Oz
Polonaise,1.0, Lemon Juice,Fl Oz
Hebrides,2.0, Apple juice,Fl Oz
Vodka Daisy,1.0, Grenadine,Fl Oz
Heavenly Dram,0.25, Honey Syrup,Fl Oz
